"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","depth","transect_dist_m","collected_start","collected_end","bag_uid","bag_number","density_range","substrate","patchiness","adj_habitat_1","adj_habitat_2","sample_collected","vegetation_1","vegetation_2","comments","quality_log","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"1439","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6","2016-08-17",6,"other,zach","kyle","2239","seagrass_habitat",3.4,"25 - 30","2016-08-17 13:23:44","2016-08-17 13:39:56","2239",724,"60 - 80","mud,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.80825,"-128.23649",51.8087153,"-128.2474194"
"1440","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6","2016-08-17",6,"other,zach","kyle","2016-08-17_TRIQUET_BAY_INTERIOR6_20 - 25","seagrass_habitat",3.4,"20 - 25","2016-08-17 13:23:44","2016-08-17 13:39:56",NA,NA,"20 - 60","mud,shell hash","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.80825,"-128.23649",51.8087153,"-128.2474194"
"1441","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6","2016-08-17",6,"other,zach","kyle","2231","seagrass_habitat",3.4,"15 - 20","2016-08-17 13:23:44","2016-08-17 13:39:56","2231",304,"60 - 80","mud,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.80825,"-128.23649",51.8087153,"-128.2474194"
"1442","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6","2016-08-17",6,"other,zach","kyle","2329","seagrass_habitat",3.3,"0 - 5","2016-08-17 13:23:44","2016-08-17 13:39:56","2329",545,"60 - 80","mud,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.80825,"-128.23649",51.8087153,"-128.2474194"
"1443","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6","2016-08-17",6,"other,zach","kyle","2016-08-17_TRIQUET_BAY_INTERIOR6_10 - 15","seagrass_habitat",3.3,"10 - 15","2016-08-17 13:23:44","2016-08-17 13:39:56",NA,NA,"60 - 80","mud,shell hash","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.80825,"-128.23649",51.8087153,"-128.2474194"
"1444","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2016-08-18",1,"zach","kyle","2016-08-18_PRUTH_BAY_EDGE1_5 - 10","seagrass_habitat",2.4,"5 - 10","2016-08-18 09:28:25","2016-08-18 09:51:42",NA,NA,"20 - 60","mud","< 1","sand",NA,FALSE,NA,NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1445","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2016-08-18",1,"zach","kyle","2337","seagrass_habitat",1.2,"25 - 30","2016-08-18 09:28:25","2016-08-18 09:51:42","2337",333,"43240","mud","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1446","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2016-08-18",1,"zach","kyle","2216","seagrass_habitat",1.4,"20 - 25","2016-08-18 09:28:25","2016-08-18 09:51:42","2216",44,"43240","mud","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1447","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2016-08-18",1,"zach","kyle","2016-08-18_PRUTH_BAY_EDGE1_15 - 20","seagrass_habitat",1.5,"15 - 20","2016-08-18 09:28:25","2016-08-18 09:51:42",NA,NA,"43240","mud","43102","sand",NA,FALSE,NA,NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1448","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2016-08-18",1,"zach","kyle","5009","seagrass_habitat",2.4,"0 - 5","2016-08-18 09:28:25","2016-08-18 09:51:42","5009",3,"20 - 60","mud,cobble","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1449","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2016-08-18",1,"zach","kyle","5016","seagrass_habitat",2.4,"10 - 15","2016-08-18 09:28:25","2016-08-18 09:51:42","5016",518,"20 - 60","mud","43102","sand",NA,TRUE,NA,NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1450","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2016-08-18",2,"zach","kyle","2016-08-18_PRUTH_BAY_EDGE2_5 - 10","seagrass_habitat",1.9,"5 - 10","2016-08-18 09:57:38","2016-08-18 10:14:49",NA,NA,"60 - 80","mud,sand","< 1","sand",NA,FALSE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1451","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2016-08-18",2,"zach","kyle","5010","seagrass_habitat",2.5,"25 - 30","2016-08-18 09:57:38","2016-08-18 10:14:49","5010",37,"20 - 60","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1452","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2016-08-18",2,"zach","kyle","2338","seagrass_habitat",2,"20 - 25","2016-08-18 09:57:38","2016-08-18 10:14:49","2338",109,"20 - 60","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1453","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2016-08-18",2,"zach","kyle","2016-08-18_PRUTH_BAY_EDGE2_15 - 20","seagrass_habitat",2,"15 - 20","2016-08-18 09:57:38","2016-08-18 10:14:49",NA,NA,"60 - 80","mud,sand","< 1","sand",NA,FALSE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1454","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2016-08-18",2,"zach","kyle","2339","seagrass_habitat",2.1,"0 - 5","2016-08-18 09:57:38","2016-08-18 10:14:49","2339",42,"60 - 80","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1455","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2016-08-18",2,"zach","kyle","2310","seagrass_habitat",1.9,"10 - 15","2016-08-18 09:57:38","2016-08-18 10:14:49","2310",708,"60 - 80","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1456","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2016-08-18",3,"zach","kyle","2016-08-18_PRUTH_BAY_EDGE3_5 - 10","seagrass_habitat",3.3,"5 - 10","2016-08-18 09:57:51","2016-08-18 10:14:07",NA,NA,"43240","mud,sand","< 1","sand",NA,FALSE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1457","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2016-08-18",3,"zach","kyle","2333","seagrass_habitat",2.9,"25 - 30","2016-08-18 09:57:51","2016-08-18 10:14:07","2333",718,"43240","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1458","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2016-08-18",3,"zach","kyle","2223","seagrass_habitat",2.9,"20 - 25","2016-08-18 09:57:51","2016-08-18 10:14:07","2223",2004,"43240","mud,sand","43102","sand",NA,TRUE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1459","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2016-08-18",3,"zach","kyle","2016-08-18_PRUTH_BAY_EDGE3_15 - 20","seagrass_habitat",3.2,"15 - 20","2016-08-18 09:57:51","2016-08-18 10:14:07",NA,NA,"43240","mud,sand","< 1","sand",NA,FALSE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1460","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2016-08-18",3,"zach","kyle","2179","seagrass_habitat",3.3,"0 - 5","2016-08-18 09:57:51","2016-08-18 10:14:07","2179",310,"43240","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1461","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2016-08-18",3,"zach","kyle","2251","seagrass_habitat",3.3,"10 - 15","2016-08-18 09:57:51","2016-08-18 10:14:07","2251",308,"43240","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1462","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2016-08-18",4,"zach","kyle","2016-08-18_PRUTH_BAY_INTERIOR4_5 - 10","seagrass_habitat",3.7,"5 - 10","2016-08-18 13:23:01","2016-08-18 13:43:53",NA,NA,"60 - 80","mud,sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1463","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2016-08-18",4,"zach","kyle","2303","seagrass_habitat",3.5,"25 - 30","2016-08-18 13:23:01","2016-08-18 13:43:53","2303",301,"> 80","mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1464","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2016-08-18",4,"zach","kyle","2250","seagrass_habitat",3.6,"20 - 25","2016-08-18 13:23:01","2016-08-18 13:43:53","2250",501,"> 80","mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1465","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2016-08-18",4,"zach","kyle","2016-08-18_PRUTH_BAY_INTERIOR4_15 - 20","seagrass_habitat",3.5,"15 - 20","2016-08-18 13:23:01","2016-08-18 13:43:53",NA,NA,"> 80","mud,sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1466","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2016-08-18",4,"zach","kyle","2222","seagrass_habitat",3.8,"0 - 5","2016-08-18 13:23:01","2016-08-18 13:43:53","2222",105,"60 - 80","mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1467","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2016-08-18",4,"zach","kyle","5018","seagrass_habitat",3.7,"10 - 15","2016-08-18 13:23:01","2016-08-18 13:43:53","5018",64,"60 - 80","mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1468","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2016-08-18",5,"zach","kyle","2016-08-18_PRUTH_BAY_INTERIOR5_5 - 10","seagrass_habitat",3.4,"5 - 10","2016-08-18 13:47:28","2016-08-18 14:05:37",NA,NA,"60 - 80","mud,sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1469","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2016-08-18",5,"zach","kyle","2309","seagrass_habitat",3.3,"25 - 30","2016-08-18 13:47:28","2016-08-18 14:05:37","2309",23,"> 80","mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1470","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2016-08-18",5,"zach","kyle","2268","seagrass_habitat",3.4,"20 - 25","2016-08-18 13:47:28","2016-08-18 14:05:37","2268",66,"> 80","mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1471","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2016-08-18",5,"zach","kyle","2016-08-18_PRUTH_BAY_INTERIOR5_15 - 20","seagrass_habitat",3.3,"15 - 20","2016-08-18 13:47:28","2016-08-18 14:05:37",NA,NA,"> 80","mud,sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1472","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2016-08-18",5,"zach","kyle","5017","seagrass_habitat",3.4,"0 - 5","2016-08-18 13:47:28","2016-08-18 14:05:37","5017",104,"> 80","mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1473","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2016-08-18",5,"zach","kyle","2296","seagrass_habitat",3.4,"10 - 15","2016-08-18 13:47:28","2016-08-18 14:05:37","2296",60,"60 - 80","mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1474","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2016-08-18",6,"zach","kyle","2016-08-18_PRUTH_BAY_INTERIOR6_5 - 10","seagrass_habitat",3.2,"5 - 10","2016-08-18 14:15:35","2016-08-18 14:30:45",NA,NA,"> 80","mud,sand","< 1","sand",NA,FALSE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1475","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2016-08-18",6,"zach","kyle","2308","seagrass_habitat",3.2,"25 - 30","2016-08-18 14:15:35","2016-08-18 14:30:45","2308",302,"> 80","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1476","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2016-08-18",6,"zach","kyle","2302","seagrass_habitat",3.5,"20 - 25","2016-08-18 14:15:35","2016-08-18 14:30:45","2302",106,"< 5","mud,sand","43195","sand",NA,TRUE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1477","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2016-08-18",6,"zach","kyle","2016-08-18_PRUTH_BAY_INTERIOR6_15 - 20","seagrass_habitat",3.5,"15 - 20","2016-08-18 14:15:35","2016-08-18 14:30:45",NA,NA,"43240","mud,sand","43134","sand",NA,FALSE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1478","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2016-08-18",6,"zach","kyle","2181","seagrass_habitat",3.1,"0 - 5","2016-08-18 14:15:35","2016-08-18 14:30:45","2181",353,"> 80","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1479","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2016-08-18",6,"zach","kyle","2256","seagrass_habitat",3.3,"10 - 15","2016-08-18 14:15:35","2016-08-18 14:30:45","2256",312,"> 80","mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1480","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_EDGE3","2016-08-19",3,"zach","kyle","2016-08-19_ESTUARY_EDGE3_5 - 10","seagrass_habitat",4.7,"5 - 10","2016-08-19 13:52:45","2016-08-19 14:01:57",NA,NA,"20 - 60","shell hash,gravel,detritus","43102",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1481","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_EDGE3","2016-08-19",3,"zach","kyle","2016-08-19_ESTUARY_EDGE3_15 - 20","seagrass_habitat",4.7,"15 - 20","2016-08-19 13:52:45","2016-08-19 14:01:57",NA,NA,"60 - 80","shell hash,gravel,detritus","< 1",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1482","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_INTERIOR6","2016-08-19",6,"zach","kyle","2016-08-19_ESTUARY_INTERIOR6_5 - 10","seagrass_habitat",4.6,"5 - 10","2016-08-19 14:20:26","2016-08-19 14:27:31",NA,NA,"60 - 80","sand,shell hash,gravel","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1483","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_INTERIOR6","2016-08-19",6,"zach","kyle","2016-08-19_ESTUARY_INTERIOR6_15 - 20","seagrass_habitat",4.5,"15 - 20","2016-08-19 14:20:26","2016-08-19 14:27:31",NA,NA,"60 - 80","sand,shell hash,gravel","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1484","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_EDGE2","2016-08-19",2,"zach","derek","2016-08-19_ESTUARY_EDGE2_5 - 10","seagrass_habitat",4.6,"5 - 10","2016-08-19 14:45:06","2016-08-19 14:54:11",NA,NA,"60 - 80","gravel,detritus","< 1","sand",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1485","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_EDGE2","2016-08-19",2,"zach","derek","2016-08-19_ESTUARY_EDGE2_15 - 20","seagrass_habitat",4.5,"15 - 20","2016-08-19 14:45:06","2016-08-19 14:54:11",NA,NA,"20 - 60","sand,shell hash","< 1","sand",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1486","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_INTERIOR5","2016-08-19",5,"zach","kyle","2016-08-19_ESTUARY_INTERIOR5_5 - 10","seagrass_habitat",4.1,"5 - 10","2016-08-19 15:36:31","2016-08-19 15:46:41",NA,NA,"60 - 80","sand,shell hash,gravel,detritus","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1487","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_INTERIOR5","2016-08-19",5,"zach","kyle","2016-08-19_ESTUARY_INTERIOR5_15 - 20","seagrass_habitat",4.3,"15 - 20","2016-08-19 15:36:31","2016-08-19 15:46:41",NA,NA,"60 - 80","shell hash,gravel,detritus","43102","seagrass",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1488","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_INTERIOR4","2016-08-20",4,"zach","kyle","2016-08-20_ESTUARY_INTERIOR4_5 - 10","seagrass_habitat",4.7,"5 - 10","2016-08-20 15:08:43","2016-08-20 15:16:28",NA,NA,"60 - 80","sand,gravel,detritus","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1489","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_INTERIOR4","2016-08-20",4,"zach","kyle","2016-08-20_ESTUARY_INTERIOR4_15 - 20","seagrass_habitat",4.4,"15 - 20","2016-08-20 15:08:43","2016-08-20 15:16:28",NA,NA,"60 - 80","sand,gravel","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1490","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_EDGE1","2016-08-20",1,"zach","kyle","2016-08-20_ESTUARY_EDGE1_5 - 10","seagrass_habitat",4,"5 - 10","2016-08-20 15:32:48","2016-08-20 15:40:16",NA,NA,"20 - 60","sand,gravel","43102","sand",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1491","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY ESTUARY","ESTUARY_EDGE1","2016-08-20",1,"zach","kyle","2016-08-20_ESTUARY_EDGE1_15 - 20","seagrass_habitat",3.8,"15 - 20","2016-08-20 15:32:48","2016-08-20 15:40:16",NA,NA,"43240","sand,gravel","43134","sand",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"1492","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE3","2016-08-21",3,"zach","kyle","2016-08-21_MCMULLIN_NORTH_EDGE3_5 - 10","seagrass_habitat",1.4,"5 - 10","2016-08-21 10:23:06","2016-08-21 10:31:38",NA,NA,"60 - 80","sand","< 1","flat kelp",NA,FALSE,NA,NA,NA,NA,52.06145,"-128.41221",52.0616071,"-128.4121496"
"1493","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE3","2016-08-21",3,"zach","kyle","2550","seagrass_habitat",2.2,"25 - 30","2016-08-21 10:23:06","2016-08-21 10:31:38","2550",332,"20 - 60","sand,detritus","< 1","flat kelp",NA,TRUE,NA,NA,NA,NA,52.06145,"-128.41221",52.0616071,"-128.4121496"
"1494","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE3","2016-08-21",3,"zach","kyle","2016-08-21_MCMULLIN_NORTH_EDGE3_20 - 25","seagrass_habitat",1.8,"20 - 25","2016-08-21 10:23:06","2016-08-21 10:31:38",NA,NA,"20 - 60","mud,sand","< 1","flat kelp",NA,FALSE,NA,NA,NA,NA,52.06145,"-128.41221",52.0616071,"-128.4121496"
"1495","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE3","2016-08-21",3,"zach","kyle","2596","seagrass_habitat",1.6,"15 - 20","2016-08-21 10:23:06","2016-08-21 10:31:38","2596",66,"20 - 60","mud,sand","< 1","flat kelp",NA,TRUE,NA,NA,NA,NA,52.06145,"-128.41221",52.0616071,"-128.4121496"
"1496","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE3","2016-08-21",3,"zach","kyle","2544","seagrass_habitat",1.4,"0 - 5","2016-08-21 10:23:06","2016-08-21 10:31:38","2544",60,"20 - 60","sand","< 1","flat kelp",NA,TRUE,NA,NA,NA,NA,52.06145,"-128.41221",52.0616071,"-128.4121496"
"1497","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE3","2016-08-21",3,"zach","kyle","2016-08-21_MCMULLIN_NORTH_EDGE3_10 - 15","seagrass_habitat",1.4,"10 - 15","2016-08-21 10:23:06","2016-08-21 10:31:38",NA,NA,"20 - 60","sand,cobble","43102","flat kelp",NA,FALSE,NA,NA,NA,NA,52.06145,"-128.41221",52.0616071,"-128.4121496"
"1498","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4","2016-08-21",4,"zach","kyle","2016-08-21_MCMULLIN_NORTH_INTERIOR4_5 - 10","seagrass_habitat",1.7,"5 - 10","2016-08-21 10:45:31","2016-08-21 10:53:43",NA,NA,"60 - 80","sand","< 1","flat kelp",NA,FALSE,NA,NA,NA,NA,52.06138,"-128.41264",52.0615442,"-128.4126607"
"1499","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4","2016-08-21",4,"zach","kyle","2555","seagrass_habitat",2.3,"25 - 30","2016-08-21 10:45:31","2016-08-21 10:53:43","2555",3,"20 - 60","sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,52.06138,"-128.41264",52.0615442,"-128.4126607"
"1500","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4","2016-08-21",4,"zach","kyle","2016-08-21_MCMULLIN_NORTH_INTERIOR4_20 - 25","seagrass_habitat",2.3,"20 - 25","2016-08-21 10:45:31","2016-08-21 10:53:43",NA,NA,"20 - 60","sand","< 1","sand",NA,FALSE,NA,NA,NA,NA,52.06138,"-128.41264",52.0615442,"-128.4126607"
"1501","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4","2016-08-21",4,"zach","kyle","2549","seagrass_habitat",2,"15 - 20","2016-08-21 10:45:31","2016-08-21 10:53:43","2549",518,"20 - 60","sand","< 1","flat kelp",NA,TRUE,NA,NA,NA,NA,52.06138,"-128.41264",52.0615442,"-128.4126607"
"1502","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4","2016-08-21",4,"zach","kyle","2597","seagrass_habitat",1.5,"0 - 5","2016-08-21 10:45:31","2016-08-21 10:53:43","2597",702,"60 - 80","sand","< 1","flat kelp",NA,TRUE,NA,NA,NA,NA,52.06138,"-128.41264",52.0615442,"-128.4126607"
"1503","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4","2016-08-21",4,"zach","kyle","2016-08-21_MCMULLIN_NORTH_INTERIOR4_10 - 15","seagrass_habitat",1.8,"10 - 15","2016-08-21 10:45:31","2016-08-21 10:53:43",NA,NA,"60 - 80","sand","< 1","flat kelp",NA,FALSE,NA,NA,NA,NA,52.06138,"-128.41264",52.0615442,"-128.4126607"
"1504","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR5","2016-08-21",5,"zach","kyle","2016-08-21_MCMULLIN_NORTH_INTERIOR5_5 - 10","seagrass_habitat",2.3,"5 - 10","2016-08-21 11:08:48","2016-08-21 11:20:01",NA,NA,"60 - 80","sand,detritus","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,52.06138,"-128.41317",52.0615399,"-128.4131071"
"1505","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR5","2016-08-21",5,"zach","kyle","2016-08-21_MCMULLIN_NORTH_INTERIOR5_25 - 30","seagrass_habitat",3.1,"25 - 30","2016-08-21 11:08:48","2016-08-21 11:20:01",NA,NA,"< 5","sand,detritus","43195","sand",NA,FALSE,NA,NA,NA,NA,52.06138,"-128.41317",52.0615399,"-128.4131071"
