"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","depth","transect_dist_m","collected_start","collected_end","density","density__m2_","canopy_height_cm","flowering_shoots","quality_log","substrate","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"1707","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2017-08-24",1,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE1_20","seagrass_density",2.1,20,"8/24/2017 9:50","8/24/2017 9:57",5,80,100,NA,NA,"sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1708","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2017-08-24",1,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE1_25","seagrass_density",2.1,25,"8/24/2017 9:50","8/24/2017 9:57",0,0,75,NA,NA,"sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1709","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2017-08-24",1,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE1_30","seagrass_density",2.5,30,"8/24/2017 9:50","8/24/2017 9:57",3,48,80,NA,NA,"sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1710","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2017-08-24",1,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE1_5","seagrass_density",2.1,5,"8/24/2017 9:50","8/24/2017 9:57",3,48,100,NA,NA,"sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"1711","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2017-08-24",2,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE2_0","seagrass_density",3.1,0,"8/24/2017 12:40","8/24/2017 12:46",8,128,75,NA,NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1712","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2017-08-24",2,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE2_10","seagrass_density",3.3,10,"8/24/2017 12:40","8/24/2017 12:46",7,112,75,NA,NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1713","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2017-08-24",2,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE2_15","seagrass_density",3.7,15,"8/24/2017 12:40","8/24/2017 12:46",4,64,100,NA,NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1714","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2017-08-24",2,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE2_20","seagrass_density",3.8,20,"8/24/2017 12:40","8/24/2017 12:46",0,0,110,NA,NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1715","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2017-08-24",2,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE2_25","seagrass_density",3.9,25,"8/24/2017 12:40","8/24/2017 12:46",10,160,100,NA,NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1716","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2017-08-24",2,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE2_30","seagrass_density",3.9,30,"8/24/2017 12:40","8/24/2017 12:46",8,128,100,NA,NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1717","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2017-08-24",2,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE2_5","seagrass_density",3.1,5,"8/24/2017 12:40","8/24/2017 12:46",5,80,75,NA,NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"1718","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2017-08-24",3,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE3_0","seagrass_density",2.4,0,"8/24/2017 10:52","8/24/2017 10:57",4,64,100,NA,NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1719","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2017-08-24",3,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE3_10","seagrass_density",2.5,10,"8/24/2017 10:52","8/24/2017 10:57",9,144,120,NA,NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1720","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2017-08-24",3,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE3_15","seagrass_density",2.6,15,"8/24/2017 10:52","8/24/2017 10:57",3,48,125,NA,NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1721","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2017-08-24",3,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE3_20","seagrass_density",2.4,20,"8/24/2017 10:52","8/24/2017 10:57",3,48,80,NA,NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1722","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2017-08-24",3,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE3_25","seagrass_density",2.4,25,"8/24/2017 10:52","8/24/2017 10:57",0,0,75,NA,NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1723","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2017-08-24",3,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE3_30","seagrass_density",2.6,30,"8/24/2017 10:52","8/24/2017 10:57",3,48,75,NA,NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1724","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2017-08-24",3,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_EDGE3_5","seagrass_density",2.5,5,"8/24/2017 10:52","8/24/2017 10:57",7,112,110,NA,NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"1725","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2017-08-24",4,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR4_0","seagrass_density",3.2,0,"8/24/2017 13:31","8/24/2017 13:39",11,176,75,NA,NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1726","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2017-08-24",4,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR4_10","seagrass_density",3,10,"8/24/2017 13:31","8/24/2017 13:39",8,128,60,NA,NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1727","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2017-08-24",4,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR4_15","seagrass_density",3,15,"8/24/2017 13:31","8/24/2017 13:39",14,224,70,NA,NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1728","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2017-08-24",4,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR4_20","seagrass_density",3,20,"8/24/2017 13:31","8/24/2017 13:39",64,1024,80,NA,NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1729","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2017-08-24",4,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR4_25","seagrass_density",3,25,"8/24/2017 13:31","8/24/2017 13:39",20,320,85,NA,NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1730","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2017-08-24",4,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR4_30","seagrass_density",2.9,30,"8/24/2017 13:31","8/24/2017 13:39",27,432,75,NA,NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1731","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2017-08-24",4,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR4_5","seagrass_density",3.1,5,"8/24/2017 13:31","8/24/2017 13:39",7,112,70,NA,NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"1732","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2017-08-24",5,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR5_0","seagrass_density",3.6,0,"8/24/2017 14:40","8/24/2017 14:50",22,352,55,NA,NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1733","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2017-08-24",5,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR5_10","seagrass_density",3,10,"8/24/2017 14:40","8/24/2017 14:50",33,528,75,NA,NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1734","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2017-08-24",5,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR5_15","seagrass_density",3.6,15,"8/24/2017 14:40","8/24/2017 14:50",21,336,75,NA,NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1735","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2017-08-24",5,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR5_20","seagrass_density",3.4,20,"8/24/2017 14:40","8/24/2017 14:50",18,288,80,NA,NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1736","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2017-08-24",5,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR5_25","seagrass_density",3.5,25,"8/24/2017 14:40","8/24/2017 14:50",27,432,80,NA,NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1737","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2017-08-24",5,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR5_30","seagrass_density",3.6,30,"8/24/2017 14:40","8/24/2017 14:50",35,560,90,NA,NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1738","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2017-08-24",5,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR5_5","seagrass_density",3.4,5,"8/24/2017 14:40","8/24/2017 14:50",19,304,60,NA,NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"1739","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2017-08-24",6,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR6_0","seagrass_density",3.5,0,"8/24/2017 15:31","8/24/2017 15:40",37,592,50,NA,NA,"sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1740","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2017-08-24",6,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR6_10","seagrass_density",3.5,10,"8/24/2017 15:31","8/24/2017 15:40",61,976,50,NA,NA,"sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1741","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2017-08-24",6,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR6_15","seagrass_density",3.6,15,"8/24/2017 15:31","8/24/2017 15:40",43,688,60,NA,NA,"sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1742","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2017-08-24",6,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR6_20","seagrass_density",3.5,20,"8/24/2017 15:31","8/24/2017 15:40",42,672,70,NA,NA,"sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1743","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2017-08-24",6,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR6_25","seagrass_density",3.6,25,"8/24/2017 15:31","8/24/2017 15:40",37,592,75,NA,NA,"sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1744","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2017-08-24",6,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR6_30","seagrass_density",3.5,30,"8/24/2017 15:31","8/24/2017 15:40",72,1152,65,NA,NA,"sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1745","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2017-08-24",6,"angeleen,carolyn","derek","2017-08-24_PRUTH_BAY_INTERIOR6_5","seagrass_density",3.5,5,"8/24/2017 15:31","8/24/2017 15:40",59,944,50,NA,NA,"sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"1746","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2017-08-25",1,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE1_0","seagrass_density",6.4,0,"8/25/2017 13:45","8/25/2017 13:55",4,64,175,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1747","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2017-08-25",1,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE1_10","seagrass_density",6.5,10,"8/25/2017 13:45","8/25/2017 13:55",7,112,175,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1748","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2017-08-25",1,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE1_15","seagrass_density",6.4,15,"8/25/2017 13:45","8/25/2017 13:55",5,80,160,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1749","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2017-08-25",1,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE1_20","seagrass_density",6.3,20,"8/25/2017 13:45","8/25/2017 13:55",2,32,165,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1750","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2017-08-25",1,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE1_25","seagrass_density",6.8,25,"8/25/2017 13:45","8/25/2017 13:55",4,64,150,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1751","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2017-08-25",1,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE1_30","seagrass_density",7,30,"8/25/2017 13:45","8/25/2017 13:55",3,48,170,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1752","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2017-08-25",1,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE1_5","seagrass_density",6.5,5,"8/25/2017 13:45","8/25/2017 13:55",4,64,175,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1753","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2017-08-25",2,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE2_0","seagrass_density",3.9,0,"8/26/2017 10:09","8/26/2017 10:16",3,48,100,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1754","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2017-08-25",2,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE2_10","seagrass_density",3.9,10,"8/26/2017 10:09","8/26/2017 10:16",6,96,120,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1755","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2017-08-25",2,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE2_15","seagrass_density",3.7,15,"8/26/2017 10:09","8/26/2017 10:16",4,64,130,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1756","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2017-08-25",2,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE2_20","seagrass_density",3.9,20,"8/26/2017 10:09","8/26/2017 10:16",4,64,130,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1757","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2017-08-25",2,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE2_25","seagrass_density",4,25,"8/26/2017 10:09","8/26/2017 10:16",5,80,125,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1758","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2017-08-25",2,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE2_30","seagrass_density",4.1,30,"8/26/2017 10:09","8/26/2017 10:16",2,32,160,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1759","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2017-08-25",2,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE2_5","seagrass_density",4.1,5,"8/26/2017 10:09","8/26/2017 10:16",4,64,145,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1760","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2017-08-25",3,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE3_0","seagrass_density",6.4,0,"8/25/2017 13:45","8/25/2017 13:55",4,64,175,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1761","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2017-08-25",3,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE3_10","seagrass_density",6.5,10,"8/25/2017 13:45","8/25/2017 13:55",7,112,175,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1762","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2017-08-25",3,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE3_15","seagrass_density",6.4,15,"8/25/2017 13:45","8/25/2017 13:55",5,80,160,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1763","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2017-08-25",3,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE3_20","seagrass_density",6.3,20,"8/25/2017 13:45","8/25/2017 13:55",2,32,165,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1764","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2017-08-25",3,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE3_25","seagrass_density",6.8,25,"8/25/2017 13:45","8/25/2017 13:55",4,64,150,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1765","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2017-08-25",3,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE3_30","seagrass_density",7,30,"8/25/2017 13:45","8/25/2017 13:55",3,48,170,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1766","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2017-08-25",3,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE3_5","seagrass_density",6.5,5,"8/25/2017 13:45","8/25/2017 13:55",4,64,175,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1767","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2017-08-25",7,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE7_0","seagrass_density",5.3,0,"8/25/2017 14:37","8/25/2017 14:46",4,64,250,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1768","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2017-08-25",7,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE7_10","seagrass_density",5.6,10,"8/25/2017 14:37","8/25/2017 14:46",7,112,180,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1769","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2017-08-25",7,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE7_15","seagrass_density",5.2,15,"8/25/2017 14:37","8/25/2017 14:46",5,80,200,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1770","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2017-08-25",7,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE7_20","seagrass_density",5.4,20,"8/25/2017 14:37","8/25/2017 14:46",7,112,210,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1771","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2017-08-25",7,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE7_25","seagrass_density",5.5,25,"8/25/2017 14:37","8/25/2017 14:46",3,48,170,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1772","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2017-08-25",7,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE7_30","seagrass_density",5.4,30,"8/25/2017 14:37","8/25/2017 14:46",4,64,160,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1773","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2017-08-25",7,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_EDGE7_5","seagrass_density",5.4,5,"8/25/2017 14:37","8/25/2017 14:46",9,144,200,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1774","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2017-08-25",4,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_INTERIOR4_0","seagrass_density",5.5,0,"8/25/2017 10:23","8/25/2017 10:29",5,80,160,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1775","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2017-08-25",4,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_INTERIOR4_10","seagrass_density",5.6,10,"8/25/2017 10:23","8/25/2017 10:29",2,32,100,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1776","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2017-08-25",4,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_INTERIOR4_15","seagrass_density",5.5,15,"8/25/2017 10:23","8/25/2017 10:29",3,48,125,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1777","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2017-08-25",4,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_INTERIOR4_20","seagrass_density",5.6,20,"8/25/2017 10:23","8/25/2017 10:29",4,64,140,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1778","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2017-08-25",4,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_INTERIOR4_25","seagrass_density",5.8,25,"8/25/2017 10:23","8/25/2017 10:29",5,80,130,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1779","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2017-08-25",4,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_INTERIOR4_30","seagrass_density",5.8,30,"8/25/2017 10:23","8/25/2017 10:29",6,96,125,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1780","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2017-08-25",4,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_INTERIOR4_5","seagrass_density",5.4,5,"8/25/2017 10:23","8/25/2017 10:29",7,112,125,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1781","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2017-08-25",5,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_INTERIOR5_0","seagrass_density",5.3,0,"8/25/2017 9:32","8/25/2017 9:39",6,96,125,NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1782","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2017-08-25",5,"angeleen,carolyn","derek","2017-08-25_CHOKED_PASS_INTERIOR5_10","seagrass_density",5.1,10,"8/25/2017 9:32","8/25/2017 9:39",6,96,100,NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
