Region,Ownership,Program,Project Name,Site Name,GPS Level,Point Name,Ocean Name,Substrate,Biotic Subclass,Biotic Community,Status,Public,Boat Lat,Boat Long,Decimal Lat,Decimal Long,End Transect Decimal Lat,End Transect Decimal Lon,Established,Survey Type,Survey Frequency,Depth_m,Primary Sampling Method,Transect Bearing,Transect Distance,Last Updated,Other Structure,Bolt,Temperature Logger,Logger Type,Notes,Student Projects
Calvert,Hakai,Nearshore,Mussel Growth Experiment,West Beach,plot,wb_musselgrowthNorth,ROCKY06,bedrock,attached fauna,Mytilus spp.,active,yes,51 39.3913392,128 8.92483200000015,51.65652232,-128.1487472,NA,NA,,experiment,bi-annual,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Mussel Growth Experiment,West Beach,plot,wb_musselgrowthWest,ROCKY06,bedrock,attached fauna,Mytilus spp.,active,yes,51 39.3910512000001,128 8.92303199999958,51.65651752,-128.1487172,NA,NA,,experiment,bi-annual,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,West Beach,transect,wb_surfgrassWest,ROCKY06,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 39.4381518000002,128 8.93370600000026,51.65730253,-128.1488951,,,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_barnacle1,ROCKY03,bedrock,attached fauna,Balanus spp.,active,yes,51 38.4464525999998,128 9.40728000000036,51.64077421,-128.156788,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_barnacle2,ROCKY03,bedrock,attached fauna,Balanus spp.,active,yes,51 38.4437880000002,128 9.41265000000044,51.6407298,-128.1568775,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_barnacle3,ROCKY03,bedrock,attached fauna,Balanus spp.,active,yes,51 38.4433973999998,128 9.41449200000022,51.64072329,-128.1569082,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_barnacle4,ROCKY03,bedrock,attached fauna,Balanus spp.,active,yes,51 38.4429168000001,128 9.41603400000076,51.64071528,-128.1569339,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_barnacle5,ROCKY03,bedrock,attached fauna,Balanus spp.,active,yes,51 38.4438005999999,128 9.41589000000079,51.64073001,-128.1569315,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_mussel1,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.4400362000001,128 9.41230200000064,51.64066727,-128.1568717,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_mussel2,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.4399821999999,128 9.4129920000006,51.64066637,-128.1568832,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_mussel3,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.4400770000001,128 9.4140479999993,51.64066795,-128.1569008,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_mussel4,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.4391548000001,128 9.41312999999923,51.64065258,-128.1568855,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_mussel5,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.4396150000002,128 9.41429400000004,51.64066025,-128.1569049,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_fucus1,ROCKY03,bedrock,benthic macroalgae,Fucus spp.,active,yes,51 38.4024359999999,128 9.36986399999967,51.6400406,-128.1561644,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_fucus2,ROCKY03,bedrock,benthic macroalgae,Fucus spp.,active,yes,51 38.4013038000001,128 9.37058399999955,51.64002173,-128.1561764,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_fucus3,ROCKY03,bedrock,benthic macroalgae,Fucus spp.,active,yes,51 38.4006113999999,128 9.37152000000026,51.64001019,-128.156192,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_fucus4,ROCKY03,bedrock,benthic macroalgae,Fucus spp.,active,yes,51 38.4002039999999,128 9.37040400000001,51.6400034,-128.1561734,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,plot,5th_fucus5,ROCKY03,bedrock,benthic macroalgae,Fucus spp.,active,yes,51 38.3989584,128 9.36845999999946,51.63998264,-128.156141,NA,NA,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Mussel Growth Experiment,Fifth Beach Intertidal,plot,5th_musselgrowthCenter,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.4405485999999,128 9.41250600000046,51.64067581,-128.1568751,NA,NA,,experiment,bi-annual,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Mussel Growth Experiment,Fifth Beach Intertidal,plot,5th_musselgrowthNorth,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.4407046,128 9.4124579999999,51.64067841,-128.1568743,NA,NA,,experiment,bi-annual,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Mussel Growth Experiment,Fifth Beach Intertidal,plot,5th_musselgrowthSouth,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.4404099999999,128 9.41258399999924,51.6406735,-128.1568764,NA,NA,,experiment,bi-annual,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,transect,5th_surfgrassEast,ROCKY03,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 38.4516533999999,128 9.39978600000018,51.64086089,-128.1566631,,,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach Intertidal,transect,5th_surfgrassWest,ROCKY03,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 38.4496895999999,128 9.40752599999939,51.64082816,-128.1567921,,,2016,observation,seasonal,,quadrat,,,20190502,,,,,,
Calvert,Hakai,Nearshore,EDNA,Koeye,plot,edna_ko_e3_00,NA,sand,seagrass meadow,Zostera marina,active,yes,51 46.7701008000002,127 52.2984779999996,51.77950168,-127.8716413,NA,NA,2018,observation,annual,,nalgene ,,,6/19/2018 4:31:15 PM,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Koeye,plot,edna_ko_e3_15,NA,sand,seagrass meadow,Zostera marina,active,yes,51 46.7660321999999,127 52.3072740000001,51.77943387,-127.8717879,NA,NA,2018,observation,annual,,nalgene ,,,6/19/2018 4:33:21 PM,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Koeye,plot,edna_ko_e3_30,NA,sand,seagrass meadow,Zostera marina,active,yes,51 46.7577894,127 52.3148400000002,51.77929649,-127.871914,NA,NA,2018,observation,annual,,nalgene ,,,6/19/2018 4:46:10 PM,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Choked Passage,plot,edna_ch_i3_00,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.5178788000002,128 7.15955400000041,51.67529798,-128.1193259,NA,NA,2018,observation,annual,,nalgene ,,,6/19/2018 11:03:07 PM,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Choked Passage,plot,edna_ch_i3_15,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.5191057999998,128 7.17343200000016,51.67531843,-128.1195572,NA,NA,2018,observation,annual,,nalgene ,,,6/19/2018 11:15:06 PM,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Choked Passage,plot,edna_ch_i3_30,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.5199332000001,128 7.18700399999932,51.67533222,-128.1197834,NA,NA,2018,observation,annual,,nalgene ,,,6/19/2018 11:25:32 PM,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Pruth Bay,plot,edna_pr_i3_00,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.7515862000001,128 7.17285600000025,51.64585977,-128.1195476,NA,NA,2018,observation,annual,,nalgene ,,,6/19/2018 11:59:57 PM,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Pruth Bay,plot,edna_pr_i3_15,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.7557706000001,128 7.19004599999948,51.64592951,-128.1198341,NA,NA,2018,observation,annual,,nalgene ,,,6/20/2018 12:09:00 AM,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Pruth Bay,plot,edna_pr_i3_30,NA,sand,seagrass meadow,Zostera marina,active,yes,51 38.7581292,128 7.20519600000046,51.64596882,-128.1200866,NA,NA,2018,observation,annual,,nalgene ,,,6/20/2018 12:20:10 AM,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,CHP,plot,edna_chp_00,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.5692892,128 7.39702200000011,51.67615482,-128.1232837,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,CHP,plot,edna_chp_15,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.5770922000002,128 7.4020319999994,51.67628487,-128.1233672,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,CHP,plot,edna_chp_30,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.583778,128 7.40483999999981,51.6763963,-128.123414,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,HAB4,plot,edna_hab4_00,NA,mud,benthic macroalgae,unknown,active,yes,51 39.8977200000002,128 4.78894800000035,51.664962,-128.0798158,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,HAB4,plot,edna_hab4_15,NA,mud,benthic macroalgae,unknown,active,yes,51 39.8880341999998,128 4.78581000000077,51.66480057,-128.0797635,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,HAB4,plot,edna_hab4_30,NA,mud,benthic macroalgae,unknown,active,yes,51 39.8792406,128 4.78310399999941,51.66465401,-128.0797184,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,PBA,plot,edna_pba_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 38.8022472000002,128 7.13045400000056,51.64670412,-128.1188409,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,PBA,plot,edna_pba_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 38.7934818000001,128 7.13378400000067,51.64655803,-128.1188964,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,PBA,plot,edna_pba_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 38.7853872000001,128 7.13671200000079,51.64642312,-128.1189452,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,WFB,plot,edna_wfb_00,NA,sand,no vegetation,,active,yes,51 40.114899,128 7.16697000000011,51.66858165,-128.1194495,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,WFB,plot,edna_wfb_15,NA,sand,no vegetation,,active,yes,51 40.1104757999998,128 7.17965400000082,51.66850793,-128.1196609,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,WFB,plot,edna_wfb_30,NA,sand,no vegetation,,active,yes,51 40.1063843999998,128 7.1947920000008,51.66843974,-128.1199132,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,SSP,plot,edna_ssp_00,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.7455482,128 6.91965000000039,51.67909247,-128.1153275,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,SSP,plot,edna_ssp_15,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.7367474,128 6.91032000000007,51.67894579,-128.115172,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,SSP,plot,edna_ssp_30,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.7296284000002,128 6.89748000000009,51.67882714,-128.114958,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,PPO,plot,edna_ppo_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.4931658000002,128 6.79950000000019,51.65821943,-128.113325,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,PPO,plot,edna_ppo_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.4863438000002,128 6.79162200000064,51.65810573,-128.1131937,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,PPO,plot,edna_ppo_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.4799844000001,128 6.78672000000006,51.65799974,-128.113112,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,HDO,plot,edna_hdo_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.3007362,128 7.77565200000083,51.65501227,-128.1295942,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,HDO,plot,edna_hdo_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.3051366,128 7.76382600000034,51.65508561,-128.1293971,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,HDO,plot,edna_hdo_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.3080759999998,128 7.7557500000006,51.6551346,-128.1292625,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,GOG1,plot,edna_gog1_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 55.4346455999999,128 28.1502360000007,51.92391076,-128.4691706,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,GOG1,plot,edna_gog1_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 55.4415198,128 28.1463179999997,51.92402533,-128.4691053,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,GOG1,plot,edna_gog1_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 55.4456292000002,128 28.1421539999997,51.92409382,-128.4690359,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,GOG4,plot,edna_gog4_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 54.1951128,128 26.3440259999993,51.90325188,-128.4390671,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,GOG4,plot,edna_gog4_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 54.1913790000001,128 26.332152,51.90318965,-128.4388692,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,GOG4,plot,edna_gog4_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 54.1872474000002,128 26.3193660000002,51.90312079,-128.4386561,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,KIS2,plot,edna_kis2_00,NA,cobble,benthic macroalgae,unknown,active,yes,51 50.2031837999999,128 14.3842199999995,51.83671973,-128.239737,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,KIS2,plot,edna_kis2_15,NA,cobble,benthic macroalgae,unknown,active,yes,51 50.2023491999999,128 14.3733480000003,51.83670582,-128.2395558,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,KIS2,plot,edna_kis2_30,NA,cobble,benthic macroalgae,unknown,active,yes,51 50.2014989999999,128 14.3633399999993,51.83669165,-128.239389,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,KIS1,plot,edna_kis1_00,NA,sand,seagrass meadow,Zostera marina,active,yes,51 48.6625566000001,128 13.7507039999997,51.81104261,-128.2291784,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,KIS1,plot,edna_kis1_15,NA,sand,seagrass meadow,Zostera marina,active,yes,51 48.6687119999999,128 13.7587739999998,51.8111452,-128.2293129,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,KIS1,plot,edna_kis1_30,NA,sand,seagrass meadow,Zostera marina,active,yes,51 48.6699924000001,128 13.7718300000006,51.81116654,-128.2295305,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,HAB2,plot,edna_hab2_00,NA,sand,no vegetation,,active,yes,51 39.8255447999999,128 8.58656399999916,51.66375908,-128.1431094,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,HAB2,plot,edna_hab2_15,NA,sand,no vegetation,,active,yes,51 39.8266157999998,128 8.59925399999952,51.66377693,-128.1433209,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,HAB2,plot,edna_hab2_30,NA,sand,no vegetation,,active,yes,51 39.8277245999999,128 8.61108000000002,51.66379541,-128.143518,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Triquet,plot,edna_triquet_00,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.2159586000002,128 15.259494,51.80359931,-128.2543249,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Triquet,plot,edna_triquet_15,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.2116914000001,128 15.2713619999997,51.80352819,-128.2545227,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Triquet,plot,edna_triquet_30,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.2073792000001,128 15.2828279999994,51.80345632,-128.2547138,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Womanley,plot,edna_womanley_00,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.1502784000001,128 12.0046080000003,51.80250464,-128.2000768,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Womanley,plot,edna_womanley_15,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.1435368,128 12.0060360000008,51.80239228,-128.2001006,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Womanley,plot,edna_womanley_30,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.1384091999999,128 12.0138780000008,51.80230682,-128.2002313,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Manley,plot,edna_manley_00,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.0649787999998,128 11.9854379999992,51.80108298,-128.1997573,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Manley,plot,edna_manley_15,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.0730314000002,128 11.9772600000005,51.80121719,-128.199621,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Manley,plot,edna_manley_30,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.0819852000001,128 11.9710199999992,51.80136642,-128.199517,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,West Beach,plot,enda_west_00,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 38.9376192,128 9.11673000000064,51.64896032,-128.1519455,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,West Beach,plot,edna_west_15,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 38.9389896,128 9.10376399999962,51.64898316,-128.1517294,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,West Beach,plot,edna_west_30,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 38.9393622000002,128 9.09106799999961,51.64898937,-128.1515178,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Second Beach,plot,edna_second_00,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 38.9524026000001,128 9.32987999999966,51.64920671,-128.155498,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Second Beach,plot,edna_second_15,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 38.9535287999999,128 9.3170159999994,51.64922548,-128.1552836,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,Second Beach,plot,edna_second_30,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 38.9538762000001,128 9.3046140000007,51.64923127,-128.1550769,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,North Beach,plot,edna_north_00,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 40.0263786000001,128 8.41600800000038,51.66710631,-128.1402668,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,North Beach,plot,edna_north_15,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 40.0337909999999,128 8.41060800000037,51.66722985,-128.1401768,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,North Beach,plot,edna_north_30,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 40.0420518,128 8.40318599999932,51.66736753,-128.1400531,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,SNI1,plot,edna_sni1_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 50.3207574000001,128 3.55276199999935,51.83867929,-128.0592127,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,SNI1,plot,edna_sni1_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 50.3201315999999,128 3.56650800000011,51.83866886,-128.0594418,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,SNI1,plot,edna_sni1_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 50.3203302000001,128 3.58307400000058,51.83867217,-128.0597179,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,SNI2,plot,edna_sni2_15,NA,cobble,benthic macroalgae,unknown,active,yes,51 49.0417914000001,128 1.79836799999975,51.81736319,-128.0299728,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
Calvert,Hakai,Nearshore,EDNA,SNI2,plot,edna_sni2_30,NA,cobble,benthic macroalgae,unknown,active,yes,51 49.0395209999998,128 1.78380599999969,51.81732535,-128.0297301,NA,NA,2018,observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020"
