,organization,work_area,project,survey,site_id,date,sampling_bout,dive_supervisor,surveyor,hakai_id,sample_type,depth,transect_dist_m,collected_start,collected_end,bag_uid,bag_number,density_range,substrate,patchiness,adj_habitat_1,adj_habitat_2,sample_collected,vegetation_1,vegetation_2,comments,quality_log
1490,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2016-08-21,6,zach,kyle,2016-08-21_MCMULLIN_NORTH_INTERIOR6_10 - 15,seagrass_habitat,2,15-Oct,8/21/2016 4:35,8/21/2016 4:53,NA,NA,60 - 80,"sand,detritus",< 1,seagrass,NA,FALSE,NA,NA,NA,NA
1491,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2016-08-21,6,zach,kyle,2761,seagrass_habitat,1.7,0 - 5,8/21/2016 4:35,8/21/2016 4:53,2761,851,> 80,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
1492,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2016-08-21,6,zach,kyle,2594,seagrass_habitat,2.3,15 - 20,8/21/2016 4:35,8/21/2016 4:53,2594,58,60 - 80,"sand,detritus",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
1493,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2016-08-21,6,zach,kyle,2016-08-21_MCMULLIN_NORTH_INTERIOR6_20 - 25,seagrass_habitat,2.6,20 - 25,8/21/2016 4:35,8/21/2016 4:53,NA,NA,60 - 80,"sand,detritus",< 1,seagrass,NA,FALSE,NA,NA,NA,NA
1494,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2016-08-21,6,zach,kyle,2605,seagrass_habitat,3,25 - 30,8/21/2016 4:35,8/21/2016 4:53,2605,817,60 - 80,"sand,detritus",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
1495,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2016-08-21,6,zach,kyle,2016-08-21_MCMULLIN_NORTH_INTERIOR6_5 - 10,seagrass_habitat,1.7,10-May,8/21/2016 4:35,8/21/2016 4:53,NA,NA,> 80,sand,< 1,seagrass,NA,FALSE,NA,NA,NA,NA
1496,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2016-08-21,1,zach,kyle,2016-08-21_MCMULLIN_NORTH_EDGE1_10 - 15,seagrass_habitat,2.7,15-Oct,8/21/2016 6:06,8/21/2016 6:24,NA,NA,60 - 80,"sand,detritus",< 1,sand,NA,FALSE,NA,NA,NA,NA
1497,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2016-08-21,1,zach,kyle,2414,seagrass_habitat,2.3,0 - 5,8/21/2016 6:06,8/21/2016 6:24,2414,362,20 - 60,"sand,detritus",< 1,sand,NA,TRUE,NA,NA,NA,NA
1498,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2016-08-21,1,zach,kyle,2503,seagrass_habitat,2.8,15 - 20,8/21/2016 6:06,8/21/2016 6:24,2503,NA,60 - 80,"sand,detritus",< 1,sand,NA,TRUE,NA,NA,NA,NA
1499,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2016-08-21,1,zach,kyle,2016-08-21_MCMULLIN_NORTH_EDGE1_20 - 25,seagrass_habitat,3,20 - 25,8/21/2016 6:06,8/21/2016 6:24,NA,NA,60 - 80,"sand,detritus",< 1,sand,NA,FALSE,NA,NA,NA,NA
1500,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2016-08-21,1,zach,kyle,2690,seagrass_habitat,3,25 - 30,8/21/2016 6:06,8/21/2016 6:24,2690,105,60 - 80,"sand,detritus",43102,sand,NA,TRUE,NA,NA,NA,NA
1501,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2016-08-21,1,zach,kyle,2016-08-21_MCMULLIN_NORTH_EDGE1_5 - 10,seagrass_habitat,2.5,10-May,8/21/2016 6:06,8/21/2016 6:24,NA,NA,20 - 60,"sand,detritus",< 1,sand,NA,FALSE,NA,NA,NA,NA
1502,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2016-08-21,2,zach,kyle,2016-08-21_MCMULLIN_NORTH_EDGE2_10 - 15,seagrass_habitat,3.2,15-Oct,8/21/2016 6:42,8/21/2016 6:56,NA,NA,43240,"sand,shell hash",43134,sand,NA,FALSE,NA,NA,NA,NA
1503,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2016-08-21,2,zach,kyle,2507,seagrass_habitat,3.4,0 - 5,8/21/2016 6:42,8/21/2016 6:56,2507,854,< 5,"sand,shell hash",43163,flat kelp,flat kelp,TRUE,Des,NA,NA,NA
1504,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2016-08-21,2,zach,kyle,5004,seagrass_habitat,3.3,15 - 20,8/21/2016 6:42,8/21/2016 6:56,5004,856,20 - 60,"sand,shell hash",43102,sand,NA,TRUE,NA,NA,NA,NA
1505,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2016-08-21,2,zach,kyle,2016-08-21_MCMULLIN_NORTH_EDGE2_20 - 25,seagrass_habitat,3.1,20 - 25,8/21/2016 6:42,8/21/2016 6:56,NA,NA,< 5,"sand,shell hash",43195,sand,NA,FALSE,NA,NA,NA,NA
1506,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2016-08-21,2,zach,kyle,2554,seagrass_habitat,3.1,25 - 30,8/21/2016 6:42,8/21/2016 6:56,2554,858,43240,"sand,shell hash",43134,sand,NA,TRUE,NA,NA,NA,NA
1507,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2016-08-21,2,zach,kyle,2016-08-21_MCMULLIN_NORTH_EDGE2_5 - 10,seagrass_habitat,3.3,10-May,8/21/2016 6:42,8/21/2016 6:56,NA,NA,< 5,"sand,shell hash",43163,flat kelp,NA,FALSE,Des,NA,NA,NA
1508,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR4,2016-08-22,4,zach,kyle,2510,seagrass_habitat,4.9,15-Oct,8/22/2016 2:54,8/22/2016 3:02,2510,545,< 5,"sand,shell hash",43195,standing kelp,flat kelp,TRUE,Des,NA,NA,NA
1509,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR4,2016-08-22,4,zach,kyle,2451,seagrass_habitat,4.6,0 - 5,8/22/2016 2:54,8/22/2016 3:02,2451,711,< 5,"sand,shell hash",43195,standing kelp,flat kelp,TRUE,Des,NA,NA,NA
1510,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR4,2016-08-22,4,zach,kyle,2016-08-22_TRIQUET_NORTH_INTERIOR4_15 - 20,seagrass_habitat,4.8,15 - 20,8/22/2016 2:54,8/22/2016 3:02,NA,NA,< 5,"sand,gravel",43195,standing kelp,flat kelp,FALSE,Des,Macro,NA,NA
1511,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR4,2016-08-22,4,zach,kyle,5006,seagrass_habitat,4.3,20 - 25,8/22/2016 2:54,8/22/2016 3:02,5006,52,< 5,"sand,shell hash,gravel",43163,standing kelp,flat kelp,TRUE,Des,Macro,NA,NA
1512,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR4,2016-08-22,4,zach,kyle,2016-08-22_TRIQUET_NORTH_INTERIOR4_25 - 30,seagrass_habitat,3.9,25 - 30,8/22/2016 2:54,8/22/2016 3:02,NA,NA,< 5,"sand,shell hash,gravel",43195,standing kelp,flat kelp,FALSE,Des,Macro,NA,NA
1513,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR4,2016-08-22,4,zach,kyle,2016-08-22_TRIQUET_NORTH_INTERIOR4_5 - 10,seagrass_habitat,4.8,10-May,8/22/2016 2:54,8/22/2016 3:02,NA,NA,< 5,"sand,shell hash",43195,standing kelp,flat kelp,FALSE,Des,NA,NA,NA
1514,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR5,2016-08-22,5,zach,kyle,2016-08-22_TRIQUET_NORTH_INTERIOR5_10 - 15,seagrass_habitat,2.7,15-Oct,8/22/2016 3:22,8/22/2016 3:28,NA,NA,< 5,"sand,shell hash",43163,standing kelp,flat kelp,FALSE,Des,Macro,NA,NA
1515,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR5,2016-08-22,5,zach,kyle,2558,seagrass_habitat,3.3,0 - 5,8/22/2016 3:22,8/22/2016 3:28,2558,924,< 5,"sand,shell hash",< 1,standing kelp,flat kelp,TRUE,Des,Macro,NA,NA
1516,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR5,2016-08-22,5,zach,kyle,2412,seagrass_habitat,2.6,15 - 20,8/22/2016 3:22,8/22/2016 3:28,2412,938,43240,"sand,shell hash",< 1,standing kelp,flat kelp,TRUE,Des,Macro,NA,NA
1517,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR5,2016-08-22,5,zach,kyle,2016-08-22_TRIQUET_NORTH_INTERIOR5_20 - 25,seagrass_habitat,2.4,20 - 25,8/22/2016 3:22,8/22/2016 3:28,NA,NA,20 - 60,"sand,shell hash",< 1,standing kelp,flat kelp,FALSE,Des,Macro,NA,NA
1518,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR5,2016-08-22,5,zach,kyle,2509,seagrass_habitat,2.2,25 - 30,8/22/2016 3:22,8/22/2016 3:28,2509,932,20 - 60,"sand,shell hash",< 1,standing kelp,NA,TRUE,Des,Macro,NA,NA
1519,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR5,2016-08-22,5,zach,kyle,2016-08-22_TRIQUET_NORTH_INTERIOR5_5 - 10,seagrass_habitat,3.1,10-May,8/22/2016 3:22,8/22/2016 3:28,NA,NA,< 5,"sand,shell hash",43195,standing kelp,flat kelp,FALSE,Des,Macro,NA,NA
1520,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR6,2016-08-22,6,zach,kyle,2016-08-22_TRIQUET_NORTH_INTERIOR6_10 - 15,seagrass_habitat,3.9,15-Oct,8/22/2016 4:04,8/22/2016 4:08,NA,NA,43240,"sand,shell hash",43102,flat kelp,NA,FALSE,Des,NA,NA,NA
1521,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR6,2016-08-22,6,zach,kyle,2589,seagrass_habitat,3.6,0 - 5,8/22/2016 4:04,8/22/2016 4:08,2589,920,43240,"sand,shell hash",43102,flat kelp,NA,TRUE,Des,NA,NA,NA
1522,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR6,2016-08-22,6,zach,kyle,2409,seagrass_habitat,3.9,15 - 20,8/22/2016 4:04,8/22/2016 4:08,2409,918,43240,"sand,shell hash",< 1,flat kelp,NA,TRUE,Des,NA,NA,NA
1523,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR6,2016-08-22,6,zach,kyle,2016-08-22_TRIQUET_NORTH_INTERIOR6_20 - 25,seagrass_habitat,3.9,20 - 25,8/22/2016 4:04,8/22/2016 4:08,NA,NA,43240,"sand,shell hash",43102,flat kelp,NA,FALSE,Des,NA,NA,NA
1524,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR6,2016-08-22,6,zach,kyle,5003,seagrass_habitat,3.8,25 - 30,8/22/2016 4:04,8/22/2016 4:08,5003,912,43240,"sand,shell hash",< 1,flat kelp,NA,TRUE,Des,NA,NA,NA
1525,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR6,2016-08-22,6,zach,kyle,2016-08-22_TRIQUET_NORTH_INTERIOR6_5 - 10,seagrass_habitat,3.8,10-May,8/22/2016 4:04,8/22/2016 4:08,NA,NA,43240,"sand,shell hash",< 1,flat kelp,NA,FALSE,Des,Macro,NA,NA
1526,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE1,2016-08-22,1,zach,kyle,2601,seagrass_habitat,6,15-Oct,8/22/2016 5:23,8/22/2016 5:30,2601,900,< 5,"sand,shell hash",43102,flat kelp,NA,TRUE,Des,NA,NA,NA
1527,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE1,2016-08-22,1,zach,kyle,2413,seagrass_habitat,5.6,0 - 5,8/22/2016 5:23,8/22/2016 5:30,2413,904,< 5,"sand,shell hash",43195,flat kelp,NA,TRUE,Des,Macro,NA,NA
1528,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE1,2016-08-22,1,zach,kyle,2016-08-22_TRIQUET_NORTH_EDGE1_15 - 20,seagrass_habitat,6,15 - 20,8/22/2016 5:23,8/22/2016 5:30,NA,NA,< 5,"sand,shell hash",43102,flat kelp,NA,FALSE,Des,NA,NA,NA
1529,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE1,2016-08-22,1,zach,kyle,2811,seagrass_habitat,6.1,20 - 25,8/22/2016 5:23,8/22/2016 5:30,2811,906,< 5,"sand,shell hash",43134,flat kelp,NA,TRUE,Des,NA,NA,NA
1530,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE1,2016-08-22,1,zach,kyle,2016-08-22_TRIQUET_NORTH_EDGE1_25 - 30,seagrass_habitat,NA,25 - 30,8/22/2016 5:23,8/22/2016 5:30,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
1531,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE1,2016-08-22,1,zach,kyle,2016-08-22_TRIQUET_NORTH_EDGE1_5 - 10,seagrass_habitat,5.5,10-May,8/22/2016 5:23,8/22/2016 5:30,NA,NA,43240,"sand,shell hash",43134,flat kelp,NA,FALSE,Des,Macro,NA,NA
1532,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE2,2016-08-22,2,zach,kyle,2016-08-22_TRIQUET_NORTH_EDGE2_10 - 15,seagrass_habitat,6.5,15-Oct,8/22/2016 5:44,8/22/2016 5:50,NA,NA,< 5,"sand,shell hash",43195,flat kelp,NA,FALSE,Des,NA,NA,NA
1533,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE2,2016-08-22,2,zach,kyle,5008,seagrass_habitat,6.4,0 - 5,8/22/2016 5:44,8/22/2016 5:50,5008,931,< 5,"sand,shell hash",43102,flat kelp,NA,TRUE,Des,NA,NA,NA
1534,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE2,2016-08-22,2,zach,kyle,2595,seagrass_habitat,6.4,15 - 20,8/22/2016 5:44,8/22/2016 5:50,2595,937,< 5,"sand,shell hash",43195,flat kelp,NA,TRUE,Des,NA,NA,NA
1535,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE2,2016-08-22,2,zach,kyle,2016-08-22_TRIQUET_NORTH_EDGE2_20 - 25,seagrass_habitat,6.4,20 - 25,8/22/2016 5:44,8/22/2016 5:50,NA,NA,< 5,"sand,shell hash",43134,flat kelp,NA,FALSE,Des,NA,NA,NA
1536,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE2,2016-08-22,2,zach,kyle,2806,seagrass_habitat,6.2,25 - 30,8/22/2016 5:44,8/22/2016 5:50,2806,929,< 5,"sand,shell hash",43134,flat kelp,NA,TRUE,Des,NA,NA,NA
1537,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE2,2016-08-22,2,zach,kyle,2016-08-22_TRIQUET_NORTH_EDGE2_5 - 10,seagrass_habitat,6.4,10-May,8/22/2016 5:44,8/22/2016 5:50,NA,NA,< 5,"sand,shell hash",43195,flat kelp,NA,FALSE,Des,NA,NA,NA
1538,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE3,2016-08-22,3,zach,kyle,2403,seagrass_habitat,6.1,15-Oct,8/22/2016 6:10,8/22/2016 6:16,2403,919,< 5,"sand,shell hash",43163,standing kelp,flat kelp,TRUE,Des,Macro,NA,NA
1539,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE3,2016-08-22,3,zach,kyle,2504,seagrass_habitat,5.8,0 - 5,8/22/2016 6:10,8/22/2016 6:16,2504,917,43240,"sand,shell hash",43102,standing kelp,flat kelp,TRUE,Des,NA,NA,NA
1540,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE3,2016-08-22,3,zach,kyle,2016-08-22_TRIQUET_NORTH_EDGE3_15 - 20,seagrass_habitat,6,15 - 20,8/22/2016 6:10,8/22/2016 6:16,NA,NA,< 5,"sand,shell hash",43134,standing kelp,flat kelp,FALSE,Des,Macro,NA,NA
1541,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE3,2016-08-22,3,zach,kyle,2418,seagrass_habitat,5.8,20 - 25,8/22/2016 6:10,8/22/2016 6:16,2418,923,43240,"sand,shell hash",< 1,standing kelp,flat kelp,TRUE,Des,Macro,NA,NA
1542,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE3,2016-08-22,3,zach,kyle,2016-08-22_TRIQUET_NORTH_EDGE3_25 - 30,seagrass_habitat,5.3,25 - 30,8/22/2016 6:10,8/22/2016 6:16,NA,NA,< 5,"sand,boulder",43195,standing kelp,flat kelp,FALSE,Des,Macro,NA,NA
1543,HAKAI,CALVERT,MARINEGEO,TRIQUET_NORTH,TRIQUET_NORTH_EDGE3,2016-08-22,3,zach,kyle,2016-08-22_TRIQUET_NORTH_EDGE3_5 - 10,seagrass_habitat,6,10-May,8/22/2016 6:10,8/22/2016 6:16,NA,NA,< 5,"sand,shell hash",43134,standing kelp,flat kelp,FALSE,Des,NA,NA,NA
1544,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2016-08-23,2,zach,kyle,2016-08-23_MCMULLIN_SOUTH_EDGE2_10 - 15,seagrass_habitat,4.6,15-Oct,8/23/2016 3:44,8/23/2016 3:49,NA,NA,20 - 60,"sand,shell hash",< 1,sand,NA,FALSE,Ulva,NA,NA,NA
1545,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2016-08-23,2,zach,kyle,2644,seagrass_habitat,4.7,0 - 5,8/23/2016 3:44,8/23/2016 3:49,2644,350,20 - 60,"sand,shell hash",< 1,sand,NA,TRUE,Ulva,NA,NA,NA
1546,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2016-08-23,2,zach,kyle,2649,seagrass_habitat,4.6,15 - 20,8/23/2016 3:44,8/23/2016 3:49,2649,111,43240,"sand,shell hash",< 1,sand,NA,TRUE,Ulva,NA,NA,NA
1547,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2016-08-23,2,zach,kyle,2016-08-23_MCMULLIN_SOUTH_EDGE2_20 - 25,seagrass_habitat,4.4,20 - 25,8/23/2016 3:44,8/23/2016 3:49,NA,NA,43240,"sand,shell hash",< 1,sand,NA,FALSE,Ulva,Macro,NA,NA
1548,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2016-08-23,2,zach,kyle,2465,seagrass_habitat,4.2,25 - 30,8/23/2016 3:44,8/23/2016 3:49,2465,107,43240,"sand,shell hash",< 1,sand,NA,TRUE,Ulva,NA,NA,NA
1549,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2016-08-23,2,zach,kyle,2016-08-23_MCMULLIN_SOUTH_EDGE2_5 - 10,seagrass_habitat,4.6,10-May,8/23/2016 3:44,8/23/2016 3:49,NA,NA,20 - 60,"sand,shell hash",< 1,sand,NA,FALSE,Ulva,NA,NA,NA
1550,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2016-08-23,3,zach,kyle,2016-08-23_MCMULLIN_SOUTH_EDGE3_10 - 15,seagrass_habitat,2.2,15-Oct,8/23/2016 4:06,8/23/2016 4:11,NA,NA,20 - 60,"sand,shell hash",< 1,sand,NA,FALSE,Ulva,NA,NA,NA
1551,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2016-08-23,3,zach,kyle,2366,seagrass_habitat,2.1,0 - 5,8/23/2016 4:06,8/23/2016 4:11,2366,911,60 - 80,sand,< 1,sand,NA,TRUE,Ulva,NA,NA,NA
1552,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2016-08-23,3,zach,kyle,2511,seagrass_habitat,2.1,15 - 20,8/23/2016 4:06,8/23/2016 4:11,2511,351,60 - 80,"sand,shell hash",< 1,sand,NA,TRUE,Ulva,NA,NA,NA
1553,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2016-08-23,3,zach,kyle,2016-08-23_MCMULLIN_SOUTH_EDGE3_20 - 25,seagrass_habitat,2,20 - 25,8/23/2016 4:06,8/23/2016 4:11,NA,NA,60 - 80,"sand,shell hash",< 1,sand,NA,FALSE,Ulva,Macro,NA,NA
1554,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2016-08-23,3,zach,kyle,2762,seagrass_habitat,1.9,25 - 30,8/23/2016 4:06,8/23/2016 4:11,2762,705,60 - 80,"sand,shell hash",< 1,sand,NA,TRUE,Ulva,NA,NA,NA
1555,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2016-08-23,3,zach,kyle,2016-08-23_MCMULLIN_SOUTH_EDGE3_5 - 10,seagrass_habitat,2.1,10-May,8/23/2016 4:06,8/23/2016 4:11,NA,NA,60 - 80,"sand,shell hash",< 1,sand,NA,FALSE,Ulva,NA,NA,NA
1556,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2016-08-23,5,zach,kyle,2740,seagrass_habitat,1.5,15-Oct,8/23/2016 4:30,8/23/2016 4:36,2740,909,> 80,"mud,sand",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
1557,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2016-08-23,5,zach,kyle,2365,seagrass_habitat,1.5,0 - 5,8/23/2016 4:30,8/23/2016 4:36,2365,365,> 80,"mud,sand",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
1558,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2016-08-23,5,zach,kyle,2016-08-23_MCMULLIN_SOUTH_INTERIOR5_15 - 20,seagrass_habitat,1.6,15 - 20,8/23/2016 4:30,8/23/2016 4:36,NA,NA,> 80,"mud,sand",< 1,seagrass,NA,FALSE,NA,NA,NA,NA
1559,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2016-08-23,5,zach,kyle,2016-08-23_MCMULLIN_SOUTH_INTERIOR5_20 - 25,seagrass_habitat,1.6,20 - 25,8/23/2016 4:30,8/23/2016 4:36,NA,NA,> 80,"mud,sand",< 1,seagrass,NA,FALSE,NA,NA,NA,NA
1560,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2016-08-23,5,zach,kyle,2442,seagrass_habitat,1.7,25 - 30,8/23/2016 4:30,8/23/2016 4:36,2442,905,> 80,"mud,sand",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
1561,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2016-08-23,5,zach,kyle,2016-08-23_MCMULLIN_SOUTH_INTERIOR5_5 - 10,seagrass_habitat,1.5,10-May,8/23/2016 4:30,8/23/2016 4:36,NA,NA,> 80,"mud,sand",< 1,seagrass,NA,FALSE,NA,NA,NA,NA
1562,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2016-08-23,4,zach,kyle,2016-08-23_MCMULLIN_SOUTH_INTERIOR4_10 - 15,seagrass_habitat,3.1,15-Oct,8/23/2016 6:16,8/23/2016 6:21,NA,NA,60 - 80,"sand,shell hash",< 1,seagrass,NA,FALSE,NA,NA,NA,NA
1563,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2016-08-23,4,zach,kyle,2506,seagrass_habitat,2.9,0 - 5,8/23/2016 6:16,8/23/2016 6:21,2506,364,60 - 80,"sand,shell hash",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
1564,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2016-08-23,4,zach,kyle,2458,seagrass_habitat,3.1,15 - 20,8/23/2016 6:16,8/23/2016 6:21,2458,363,60 - 80,"sand,shell hash",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
1565,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2016-08-23,4,zach,kyle,2016-08-23_MCMULLIN_SOUTH_INTERIOR4_20 - 25,seagrass_habitat,3.1,20 - 25,8/23/2016 6:16,8/23/2016 6:21,NA,NA,60 - 80,"sand,shell hash",< 1,seagrass,NA,FALSE,Ulva,NA,NA,NA
1566,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2016-08-23,4,zach,kyle,2693,seagrass_habitat,3,25 - 30,8/23/2016 6:16,8/23/2016 6:21,2693,808,60 - 80,"sand,shell hash",< 1,seagrass,NA,TRUE,Ulva,NA,NA,NA
