,organization,work_area,project,survey,site_id,date,sampling_bout,dive_supervisor,surveyor,hakai_id,sample_type,depth,transect_dist_m,collected_start,collected_end,density,density__m2_,canopy_height_cm,flowering_shoots,comments,quality_log
2095,HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2018-06-20,5,angeleen,derek,2018-06-20_PRUTH_BAY_INTERIOR5_0,seagrass_density,1.2,0,6/20/2018 4:04,6/20/2018 4:09,20,320,60,NA,NA,1: 0 flowering
2096,HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2018-06-20,6,angeleen,derek,2018-06-20_PRUTH_BAY_INTERIOR6_5,seagrass_density,1.3,5,6/20/2018 3:35,6/20/2018 3:40,22,352,40,NA,NA,1: 3 flowering
2097,HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2018-06-20,6,angeleen,derek,2018-06-20_PRUTH_BAY_INTERIOR6_30,seagrass_density,1.5,30,6/20/2018 3:35,6/20/2018 3:40,5,80,60,NA,NA,1: 0 flowering
2098,HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2018-06-20,6,angeleen,derek,2018-06-20_PRUTH_BAY_INTERIOR6_25,seagrass_density,1.3,25,6/20/2018 3:35,6/20/2018 3:40,5,80,20,NA,NA,1: 0 flowering
2099,HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2018-06-20,6,angeleen,derek,2018-06-20_PRUTH_BAY_INTERIOR6_20,seagrass_density,1.4,20,6/20/2018 3:35,6/20/2018 3:40,19,304,50,NA,NA,1: 0 flowering
2100,HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2018-06-20,6,angeleen,derek,2018-06-20_PRUTH_BAY_INTERIOR6_15,seagrass_density,1.2,15,6/20/2018 3:35,6/20/2018 3:40,36,576,40,NA,NA,1: 0 flowering
2101,HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2018-06-20,6,angeleen,derek,2018-06-20_PRUTH_BAY_INTERIOR6_10,seagrass_density,1,10,6/20/2018 3:35,6/20/2018 3:40,27,432,40,NA,NA,1: 0 flowering
2102,HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2018-06-20,6,angeleen,derek,2018-06-20_PRUTH_BAY_INTERIOR6_0,seagrass_density,1.2,0,6/20/2018 3:35,6/20/2018 3:40,12,192,35,NA,NA,1: 0 flowering
2103,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE12,2015-05-27,12,NA,tristan,2015-05-27_CHOKED_PASS_EDGE12_0,seagrass_density,4,0,5/27/2015 2:58,5/26/2015 17:00,14,224,160,NA,NA,1: EDGE of sandy patch
2104,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE12,2015-05-27,12,NA,tristan,2015-05-27_CHOKED_PASS_EDGE12_5,seagrass_density,4.6,5,5/27/2015 2:55,5/26/2015 17:00,7,112,140,NA,NA,1: Note: heights with fish stick rather than measuring tape
2105,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE12,2015-05-27,12,NA,tristan,2015-05-27_CHOKED_PASS_EDGE12_10,seagrass_density,4.6,10,5/27/2015 2:52,5/26/2015 17:00,8,128,130,NA,NA,"1: QCB, 6cm"
2106,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE12,2015-05-27,12,NA,tristan,2015-05-27_CHOKED_PASS_EDGE12_15,seagrass_density,4.9,15,5/27/2015 2:50,5/26/2015 17:00,7,112,150,NA,NA,1: heavy Des
2107,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE12,2015-05-27,12,NA,tristan,2015-05-27_CHOKED_PASS_EDGE12_20,seagrass_density,5.2,20,5/27/2015 2:49,5/26/2015 17:00,10,160,180,NA,NA,1: heavy Smith
2108,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE12,2015-05-27,12,NA,tristan,2015-05-27_CHOKED_PASS_EDGE12_25,seagrass_density,5.2,25,5/27/2015 2:48,5/26/2015 17:00,12,192,180,NA,NA,1: Heavy Des coverage
2109,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE12,2015-05-27,12,NA,tristan,2015-05-27_CHOKED_PASS_EDGE12_30,seagrass_density,5.5,30,5/27/2015 2:46,5/26/2015 17:00,9,144,170,NA,NA,NA
2110,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE12,2015-05-27,12,NA,tristan,2015-05-27_CHOKED_PASS_EDGE12_35,seagrass_density,4.9,35,5/27/2015 2:45,5/26/2015 17:00,8,128,160,NA,NA,NA
2111,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE12,2015-05-27,12,NA,tristan,2015-05-27_CHOKED_PASS_EDGE12_40,seagrass_density,4.9,40,5/27/2015 2:43,5/26/2015 17:00,16,256,170,NA,NA,1: Black rockfish x 40
2112,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2015-05-27,3,NA,tristan,2015-05-27_CHOKED_PASS_EDGE3_40,seagrass_density,6.1,40,5/27/2015 4:08,5/26/2015 17:00,10,160,130,NA,NA,1: Des present
2113,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2015-05-27,3,NA,tristan,2015-05-27_CHOKED_PASS_EDGE3_35,seagrass_density,6.1,35,5/27/2015 4:07,5/26/2015 17:00,11,176,120,NA,NA,NA
2114,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2015-05-27,3,NA,tristan,2015-05-27_CHOKED_PASS_EDGE3_30,seagrass_density,6.1,30,5/27/2015 4:06,5/26/2015 17:00,10,160,130,NA,NA,NA
2115,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2015-05-27,3,NA,tristan,2015-05-27_CHOKED_PASS_EDGE3_25,seagrass_density,5.8,25,5/27/2015 4:05,5/26/2015 17:00,9,144,130,NA,NA,NA
2116,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2015-05-27,3,NA,tristan,2015-05-27_CHOKED_PASS_EDGE3_20,seagrass_density,5.8,20,5/27/2015 4:04,5/26/2015 17:00,8,128,140,NA,NA,NA
2117,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2015-05-27,3,NA,tristan,2015-05-27_CHOKED_PASS_EDGE3_15,seagrass_density,5.5,15,5/27/2015 4:03,5/26/2015 17:00,8,128,160,NA,NA,NA
2118,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2015-05-27,3,NA,tristan,2015-05-27_CHOKED_PASS_EDGE3_10,seagrass_density,5.5,10,5/27/2015 4:02,5/26/2015 17:00,9,144,150,NA,NA,NA
2119,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2015-05-27,3,NA,tristan,2015-05-27_CHOKED_PASS_EDGE3_5,seagrass_density,5.5,5,5/27/2015 4:01,5/26/2015 17:00,2,32,120,NA,NA,1: Sandy patch 4m wide
2120,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE3,2015-05-27,3,NA,tristan,2015-05-27_CHOKED_PASS_EDGE3_0,seagrass_density,5.2,0,5/27/2015 4:00,5/26/2015 17:00,9,144,170,NA,NA,1: Note: heights with fish stick rather than measuring tape
2121,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2015-05-27,7,NA,tristan,2015-05-27_CHOKED_PASS_EDGE7_40,seagrass_density,4,40,5/27/2015 5:38,5/26/2015 17:00,16,256,230,NA,NA,NA
2122,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2015-05-27,7,NA,tristan,2015-05-27_CHOKED_PASS_EDGE7_35,seagrass_density,3.7,35,5/27/2015 5:36,5/26/2015 17:00,14,224,200,NA,NA,NA
2123,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2015-05-27,7,NA,tristan,2015-05-27_CHOKED_PASS_EDGE7_30,seagrass_density,4,30,5/27/2015 5:35,5/26/2015 17:00,13,208,220,NA,NA,NA
2124,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2015-05-27,7,NA,tristan,2015-05-27_CHOKED_PASS_EDGE7_25,seagrass_density,4,25,5/27/2015 5:34,5/26/2015 17:00,14,224,210,NA,NA,NA
2125,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2015-05-27,7,NA,tristan,2015-05-27_CHOKED_PASS_EDGE7_20,seagrass_density,4.3,20,5/27/2015 5:33,5/26/2015 17:00,17,272,240,NA,NA,1: Black RF
2126,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2015-05-27,7,NA,tristan,2015-05-27_CHOKED_PASS_EDGE7_15,seagrass_density,4.6,15,5/27/2015 5:32,5/26/2015 17:00,15,240,230,NA,NA,NA
2127,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2015-05-27,7,NA,tristan,2015-05-27_CHOKED_PASS_EDGE7_10,seagrass_density,4.6,10,5/27/2015 5:31,5/26/2015 17:00,15,240,210,NA,NA,1: Des + pterogophora
2128,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2015-05-27,7,NA,tristan,2015-05-27_CHOKED_PASS_EDGE7_5,seagrass_density,4,5,5/27/2015 5:30,5/26/2015 17:00,14,224,190,NA,NA,NA
2129,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2015-05-27,7,NA,tristan,2015-05-27_CHOKED_PASS_EDGE7_0,seagrass_density,4,0,5/27/2015 5:29,5/26/2015 17:00,16,256,190,NA,NA,1: Note: heights with fish stick rather than measuring tape
2130,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE10,2015-05-27,10,NA,tristan,2015-05-27_CHOKED_PASS_EDGE10_40,seagrass_density,3,40,5/27/2015 6:37,5/26/2015 17:00,10,160,130,NA,NA,NA
2131,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE10,2015-05-27,10,NA,tristan,2015-05-27_CHOKED_PASS_EDGE10_35,seagrass_density,3,35,5/27/2015 6:36,5/26/2015 17:00,9,144,110,NA,NA,NA
2132,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE10,2015-05-27,10,NA,tristan,2015-05-27_CHOKED_PASS_EDGE10_30,seagrass_density,3.4,30,5/27/2015 6:35,5/26/2015 17:00,7,112,130,NA,NA,NA
2133,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE10,2015-05-27,10,NA,tristan,2015-05-27_CHOKED_PASS_EDGE10_25,seagrass_density,3.7,25,5/27/2015 6:34,5/26/2015 17:00,8,128,130,NA,NA,NA
2134,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE10,2015-05-27,10,NA,tristan,2015-05-27_CHOKED_PASS_EDGE10_20,seagrass_density,3,20,5/27/2015 6:33,5/26/2015 17:00,10,160,140,NA,NA,1: Des + smith
2135,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE10,2015-05-27,10,NA,tristan,2015-05-27_CHOKED_PASS_EDGE10_15,seagrass_density,3,15,5/27/2015 6:32,5/26/2015 17:00,7,112,130,NA,NA,NA
2136,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE10,2015-05-27,10,NA,tristan,2015-05-27_CHOKED_PASS_EDGE10_10,seagrass_density,4,10,5/27/2015 6:31,5/26/2015 17:00,8,128,130,NA,NA,1: Des
2137,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE10,2015-05-27,10,NA,tristan,2015-05-27_CHOKED_PASS_EDGE10_5,seagrass_density,3.7,5,5/27/2015 6:30,5/26/2015 17:00,6,96,140,NA,NA,1: Note: heights with fish stick rather than measuring tape
2138,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE10,2015-05-27,10,NA,tristan,2015-05-27_CHOKED_PASS_EDGE10_0,seagrass_density,3.7,0,5/27/2015 6:28,5/26/2015 17:00,8,128,170,NA,NA,"1: 10 Tubesnouts, ~9cm"
2139,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2015-05-31,6,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR6_40,seagrass_density,7.0104,40,5/31/2015 2:15,5/31/2015 2:26,5,80,90,NA,NA,NA
2140,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2015-05-31,6,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR6_35,seagrass_density,7.3152,35,5/31/2015 2:15,5/31/2015 2:26,0,0,120,NA,NA,NA
2141,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2015-05-31,6,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR6_30,seagrass_density,7.3152,30,5/31/2015 2:15,5/31/2015 2:26,7,112,160,NA,NA,NA
2142,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2015-05-31,6,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR6_25,seagrass_density,7.62,25,5/31/2015 2:15,5/31/2015 2:26,5,80,126,NA,NA,NA
2143,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2015-05-31,6,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR6_20,seagrass_density,7.62,20,5/31/2015 2:15,5/31/2015 2:26,10,160,120,NA,NA,NA
2144,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2015-05-31,6,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR6_15,seagrass_density,7.0104,15,5/31/2015 2:15,5/31/2015 2:26,6,96,118,NA,NA,NA
2145,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2015-05-31,6,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR6_10,seagrass_density,6.7056,10,5/31/2015 2:15,5/31/2015 2:26,8,128,126,NA,NA,NA
2146,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2015-05-31,6,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR6_5,seagrass_density,6.096,5,5/31/2015 2:15,5/31/2015 2:26,8,128,128,NA,NA,NA
2147,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2015-05-31,6,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR6_0,seagrass_density,6.096,0,5/31/2015 2:15,5/31/2015 2:26,8,128,125,NA,NA,NA
2148,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR5,2015-05-31,5,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR5_40,seagrass_density,6.4008,40,5/31/2015 4:47,5/31/2015 4:57,6,96,126,NA,NA,NA
2149,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR5,2015-05-31,5,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR5_35,seagrass_density,6.4008,35,5/31/2015 4:47,5/31/2015 4:57,5,80,119,NA,NA,NA
2150,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR5,2015-05-31,5,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR5_30,seagrass_density,6.4008,30,5/31/2015 4:47,5/31/2015 4:57,6,96,120,NA,NA,NA
2151,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR5,2015-05-31,5,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR5_25,seagrass_density,6.4008,25,5/31/2015 4:47,5/31/2015 4:57,5,80,117,NA,NA,NA
2152,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR5,2015-05-31,5,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR5_20,seagrass_density,6.4008,20,5/31/2015 4:47,5/31/2015 4:57,6,96,116,NA,NA,NA
2153,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR5,2015-05-31,5,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR5_15,seagrass_density,6.4008,15,5/31/2015 4:47,5/31/2015 4:57,4,64,118,NA,NA,NA
2154,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR5,2015-05-31,5,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR5_10,seagrass_density,6.4008,10,5/31/2015 4:47,5/31/2015 4:57,5,80,120,NA,NA,NA
2155,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR5,2015-05-31,5,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR5_5,seagrass_density,7.0104,5,5/31/2015 4:47,5/31/2015 4:57,0,0,125,NA,NA,NA
2156,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR5,2015-05-31,5,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR5_0,seagrass_density,6.4008,0,5/31/2015 4:47,5/31/2015 4:57,6,96,127,NA,NA,NA
2157,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR9,2015-05-31,9,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR9_40,seagrass_density,6.7056,40,5/31/2015 5:36,5/31/2015 5:44,7,112,110,NA,NA,NA
2158,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR9,2015-05-31,9,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR9_35,seagrass_density,6.7056,35,5/31/2015 5:36,5/31/2015 5:44,5,80,117,NA,NA,NA
2159,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR9,2015-05-31,9,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR9_30,seagrass_density,6.4008,30,5/31/2015 5:36,5/31/2015 5:44,8,128,119,NA,NA,NA
2160,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR9,2015-05-31,9,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR9_25,seagrass_density,6.4008,25,5/31/2015 5:36,5/31/2015 5:44,6,96,118,NA,NA,NA
2161,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR9,2015-05-31,9,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR9_20,seagrass_density,6.7056,20,5/31/2015 5:36,5/31/2015 5:44,4,64,129,NA,NA,NA
2162,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR9,2015-05-31,9,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR9_15,seagrass_density,7.0104,15,5/31/2015 5:36,5/31/2015 5:44,6,96,128,NA,NA,NA
2163,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR9,2015-05-31,9,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR9_10,seagrass_density,7.0104,10,5/31/2015 5:36,5/31/2015 5:44,5,80,129,NA,NA,NA
2164,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR9,2015-05-31,9,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR9_5,seagrass_density,7.3152,5,5/31/2015 5:36,5/31/2015 5:44,6,96,132,NA,NA,NA
2165,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR9,2015-05-31,9,NA,tristan,2015-05-31_CHOKED_PASS_INTERIOR9_0,seagrass_density,7.3152,0,5/31/2015 5:36,5/31/2015 5:44,5,80,130,NA,NA,NA
2166,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2015-06-01,4,NA,tristan,2015-06-01_CHOKED_PASS_INTERIOR4_40,seagrass_density,6.7056,40,6/1/2015 9:08,6/1/2015 9:15,4,64,118,NA,NA,1: EDGE 10m bare batch
2167,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2015-06-01,4,NA,tristan,2015-06-01_CHOKED_PASS_INTERIOR4_35,seagrass_density,6.7056,35,6/1/2015 9:08,6/1/2015 9:15,9,144,122,NA,NA,NA
2168,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2015-06-01,4,NA,tristan,2015-06-01_CHOKED_PASS_INTERIOR4_30,seagrass_density,6.7056,30,6/1/2015 9:08,6/1/2015 9:15,7,112,123,NA,NA,NA
2169,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2015-06-01,4,NA,tristan,2015-06-01_CHOKED_PASS_INTERIOR4_25,seagrass_density,7.0104,25,6/1/2015 9:08,6/1/2015 9:15,8,128,120,NA,NA,NA
2170,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2015-06-01,4,NA,tristan,2015-06-01_CHOKED_PASS_INTERIOR4_20,seagrass_density,6.7056,20,6/1/2015 9:08,6/1/2015 9:15,6,96,129,NA,NA,NA
2171,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2015-06-01,4,NA,tristan,2015-06-01_CHOKED_PASS_INTERIOR4_15,seagrass_density,5.7912,15,6/1/2015 9:08,6/1/2015 9:15,8,128,127,NA,NA,NA
2172,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2015-06-01,4,NA,tristan,2015-06-01_CHOKED_PASS_INTERIOR4_10,seagrass_density,5.7912,10,6/1/2015 9:08,6/1/2015 9:15,7,112,125,NA,NA,NA
2173,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2015-06-01,4,NA,tristan,2015-06-01_CHOKED_PASS_INTERIOR4_5,seagrass_density,5.7912,5,6/1/2015 9:08,6/1/2015 9:15,6,96,136,NA,NA,NA
2174,HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2015-06-01,4,NA,tristan,2015-06-01_CHOKED_PASS_INTERIOR4_0,seagrass_density,6.096,0,6/1/2015 9:08,6/1/2015 9:15,7,112,134,NA,NA,1: time starts for each observation on datasheet
2175,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE2,2015-06-24,2,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE2_30,seagrass_density,3.048,30,6/24/2015 4:10,6/24/2015 4:21,8,128,153,NA,NA,NA
2176,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE2,2015-06-24,2,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE2_25,seagrass_density,3.3528,25,6/24/2015 4:10,6/24/2015 4:21,10,160,148,NA,NA,NA
2177,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE2,2015-06-24,2,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE2_20,seagrass_density,3.3528,20,6/24/2015 4:10,6/24/2015 4:21,8,128,148,NA,NA,NA
2178,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE2,2015-06-24,2,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE2_15,seagrass_density,3.3528,15,6/24/2015 4:10,6/24/2015 4:21,7,112,151,NA,NA,NA
2179,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE2,2015-06-24,2,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE2_10,seagrass_density,3.6576,10,6/24/2015 4:10,6/24/2015 4:21,8,128,155,NA,NA,NA
2180,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE2,2015-06-24,2,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE2_5,seagrass_density,3.3528,5,6/24/2015 4:10,6/24/2015 4:21,6,96,156,NA,NA,NA
2181,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE2,2015-06-24,2,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE2_0,seagrass_density,3.3528,0,6/24/2015 4:10,6/24/2015 4:21,9,144,150,NA,NA,NA
2182,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE3,2015-06-24,3,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE3_30,seagrass_density,3.9624,30,6/24/2015 4:40,6/24/2015 4:48,9,144,139,NA,NA,NA
2183,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE3,2015-06-24,3,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE3_25,seagrass_density,3.6576,25,6/24/2015 4:40,6/24/2015 4:48,8,128,133,NA,NA,NA
2184,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE3,2015-06-24,3,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE3_20,seagrass_density,3.6576,20,6/24/2015 4:40,6/24/2015 4:48,13,208,136,NA,NA,NA
2185,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE3,2015-06-24,3,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE3_15,seagrass_density,3.6576,15,6/24/2015 4:40,6/24/2015 4:48,11,176,127,NA,NA,NA
2186,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE3,2015-06-24,3,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE3_10,seagrass_density,3.3528,10,6/24/2015 4:40,6/24/2015 4:48,12,192,124,NA,NA,NA
2187,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE3,2015-06-24,3,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE3_5,seagrass_density,3.3528,5,6/24/2015 4:40,6/24/2015 4:48,5,80,117,NA,NA,NA
2188,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE3,2015-06-24,3,NA,tristan,2015-06-24_TRIQUET_BAY_EDGE3_0,seagrass_density,3.6576,0,6/24/2015 4:40,6/24/2015 4:48,10,160,120,NA,NA,NA
2189,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_INTERIOR4,2015-06-24,4,NA,tristan,2015-06-24_TRIQUET_BAY_INTERIOR4_30,seagrass_density,1.8288,30,6/24/2015 5:06,NA,11,176,113,NA,NA,1: adjacent habitat should be seagrass?
